shot,method,tgt_f1_macro_mean,tgt_f1_macro_ci95,forget_f1_mean,forget_f1_ci95,adapt_time_mean_s,adapt_time_ci95,trainable_params
10,Adapter-Only,0.8053000870248317,0.03275665173658791,0.0,0.0,16.50347032546997,5.739167734234355,25186.0
10,DAEWC,0.8800256476194294,0.021323106747700226,0.0008035664205231719,0.0008923304963117545,365.25148620605466,56.26022854668882,209282.0
10,ReplayUpper,0.7177547533991397,0.08323808045702552,0.0014771317988961697,0.00049905377943093,313.33066453933714,1.317144381155312,601250.0
10,Scratch-Plain,0.826823269716915,0.04089771592904384,,,14.803463125228882,5.330589820357378,601121.0
10,Transfer-Plain,0.877340067103605,0.015032689288359633,0.5163959426631549,0.11560811251093547,11.347145557403564,1.9019204634456182,601121.0
10,Transfer-Plain+EWC,0.8362069886234218,0.05974978364080662,0.03334491085925886,0.029589262075225095,14.46857213973999,8.743545859112354,601121.0
20,Adapter-Only,0.8380466899628713,0.0647133022194934,0.0,0.0,10.440616798400878,2.164408131171034,25186.0
20,DAEWC,0.9216468458070567,0.06091353784518679,0.0007256912133932536,0.00037329209737062963,450.68085436820985,60.83279518896315,126178.0
20,ReplayUpper,0.8132280590213364,0.08651890869162147,0.0013471891210969256,0.0005480367353177522,312.81914229393004,0.7872644624326142,601250.0
20,Scratch-Plain,0.870056101080827,0.03601700426774322,,,21.059261274337768,10.385080520756151,601121.0
20,Transfer-Plain,0.891201717952286,0.0820428669181727,0.3343671846321846,0.08429350601553717,16.19722137451172,7.384310321658432,601121.0
20,Transfer-Plain+EWC,0.8538836944018826,0.016322608384869108,0.1069975906221875,0.12254799998040421,17.697745752334594,6.922335113828212,601121.0
80,Adapter-Only,0.8874254342342793,0.02368925597857633,0.0,0.0,18.84568257331848,4.033490552548518,25186.0
80,DAEWC,0.9676161239546477,0.008047734587163246,0.0006480164435251901,0.0002783110223536448,368.7641702651978,39.32908523646284,126178.0
80,ReplayUpper,0.9408560041291238,0.023943478770835608,0.001321465837185043,0.0004205920044319871,314.5061930656433,2.0001729505851173,601250.0
80,Scratch-Plain,0.9681505801827013,0.010733334929830612,,,15.201978635787963,7.228157634269175,601121.0
80,Transfer-Plain,0.9638437526434895,0.008114167545316516,0.46555107976123444,0.08694633249110471,15.827842283248902,5.437555741427238,601121.0
80,Transfer-Plain+EWC,0.924914532808843,0.031453504534820896,0.27422297341982377,0.12946633077421796,16.700785064697264,4.46894376352908,601121.0
160,Adapter-Only,0.8975438628381831,0.021408014527095374,0.0,0.0,17.617236185073853,3.4146998101975647,25186.0
160,DAEWC,0.9853358103512726,0.002563097174442776,0.00381697234063072,0.005129488527944781,336.67262492179873,36.40902043036165,126178.0
160,ReplayUpper,0.9838108956124632,0.009233116907991317,0.0010105051738067638,0.0002828070934202583,317.7901205539703,5.210499906954901,601250.0
160,Scratch-Plain,0.9871524555724187,0.004657595133179165,,,16.313531351089477,5.716222225808479,601121.0
160,Transfer-Plain,0.9850605146039241,0.003683378728002422,0.5025516813943048,0.03355824923634825,12.320639085769653,1.7471336299345168,601121.0
160,Transfer-Plain+EWC,0.9465282900891285,0.03239614724984273,0.17285398094704588,0.12983087567347423,14.888132333755493,5.899062122564602,601121.0
